ID,ID_original,GUID,Date (GMT),URL,Post_Title,Q1,Q2,Q3_1_og,Q3_2_og,Train,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_clean,text_content,image_data_url,final_input,D2_GPT_4o_finetune,D2_GPT_4o_finetune_raw,D2_GPT_4o_finetune_1,D2_GPT_4o_finetune_2,D2_GPT_4o_finetune_3,D2_GPT_4o_finetune_4,D2_GPT_4o_finetune_5,D2_GPT_4o_finetune_6,D2_GPT_4o_finetune_7,D2_GPT_4o_finetune_8
721,3570,02be0330-00b9-4f81-b4a3-893b686c0be9,2018-01-09 19:03:57,https://www.usatoday.com/story/news/politics/2018/01/09/trump-meets-congressional-leaders-immigration/1016369001/,Trump says he wants immigration &apos;bill of love&apos; to protect DREAMers,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump says he wants immigration &apos;bill of love&apos; to protect DREAMers,,Trump says he wants immigration &apos;bill of love&apos; to protect DREAMers,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
415,1962,8db0b26c-59a5-442e-b173-d7e397d6dd6e,2018-01-08 18:57:29,http://www.foxnews.com/politics/2018/01/08/trump-administration-ends-tps-for-el-salvador-immigrants-what-are-these-temporary-protections.html,Trump administration ends TPS for El Salvador immigrants: What are these temporary protections?,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",Trump administration ends TPS for El Salvador immigrants: What are these temporary protections?,,Trump administration ends TPS for El Salvador immigrants: What are these temporary protections?,"[0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 0]",0,0,0,1,0,1,0,0
238,1141,9df32557-e61b-4c6c-acdb-cb9c2cb23f78,2018-01-08 17:05:02,http://abcnews.go.com/Politics/dhs-end-protections-salvadoran-immigrants/story?id=52210484,DHS to end protections for some Salvadoran immigrants,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",DHS to end protections for some Salvadoran immigrants,,DHS to end protections for some Salvadoran immigrants,"[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,0
1419,6577,b26a6758-cfea-455e-b0d4-1ff747a4a3b4,2018-01-08 16:00:40,http://www.breitbart.com/news/us-to-end-special-protections-for-salvadoran-immigrants/,US to end special protections for Salvadoran immigrants,1,2,7,99,1,0,0,0,0,0,0,1,0,"[0, 0, 0, 0, 0, 0, 1, 0]",US to end special protections for Salvadoran immigrants,,US to end special protections for Salvadoran immigrants,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1176,5552,8514aac3-93b4-4c96-86f5-a02b0954ea12,2018-01-13 18:56:23,https://www.yahoo.com/news/m/9be70283-432c-3e0c-b6d7-26328b5175ad/ss_%E2%80%98every-day%2C-he-sinks-lower%E2%80%99%3A.html,"‘Every day, he sinks lower’: Mass. lawmakers blast Trump’s vulgar comment on immigration",1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]","‘Every day, he sinks lower’: Mass. lawmakers blast Trump’s vulgar comment on immigration",,"‘Every day, he sinks lower’: Mass. lawmakers blast Trump’s vulgar comment on immigration","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1241,5775,47142f45-c21a-41dc-b9f7-cde83c9f272e,2018-01-06 16:40:07,https://www.newsmax.com/world/europe/eu-italy-migrants/2018/01/06/id/835549/,"8 Migrants Dead, 84 Rescued from Sinking Boat off Libya",2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","8 Migrants Dead, 84 Rescued from Sinking Boat off Libya",,"8 Migrants Dead, 84 Rescued from Sinking Boat off Libya","[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,0
24,114,9cae8feb-8801-4afa-aa3e-65f1209e057b,2018-01-08 18:58:12,https://www.yahoo.com/news/two-migrants-dead-290-rescued-off-libya-coast-183504933.html,"Two migrants dead, 290 rescued off Libya coast",2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","Two migrants dead, 290 rescued off Libya coast",,"Two migrants dead, 290 rescued off Libya coast","[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,0
1245,5790,f3db80c2-b8f1-41d0-b887-f2077d0260bf,2018-01-11 00:21:52,http://www.breitbart.com/radio/2018/01/10/daca-beneficiary-to-breitbart-news-tonight-amnesty-is-a-magnet-for-illegal-immigration/?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+breitbart+%28breitbart+news%29,"DACA Recipient Tells Breitbart News Tonight: Need E-Verify, End to Chain Migration to Stop Illegals",1,2,7,1,1,1,0,0,0,0,0,1,0,"[1, 0, 0, 0, 0, 0, 1, 0]","DACA Recipient Tells Breitbart News Tonight: Need E-Verify, End to Chain Migration to Stop Illegals",,"DACA Recipient Tells Breitbart News Tonight: Need E-Verify, End to Chain Migration to Stop Illegals","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
64,278,20e10432-abb6-4028-83cb-4343feec80d6,2018-01-13 04:10:42,http://www.latimes.com/world/africa/la-fg-global-african-immigrants-explainer-20180112-story.html,African immigrants are more educated than most — including people born in U.S.,1,2,5,99,1,0,0,0,0,1,0,0,0,"[0, 0, 0, 0, 1, 0, 0, 0]",African immigrants are more educated than most — including people born in U.S.,,African immigrants are more educated than most — including people born in U.S.,"[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,1,0,0,0
290,1426,2e983c03-275d-48de-81d1-0135b69f8dce,2018-01-09 16:35:03,http://www.breitbart.com/london/2018/01/09/czech-prez-10-million-migrants-africa-come-european-union/,Czech Prez: ’10 Million Migrants from Africa Could Come to European Union’,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Czech Prez: ’10 Million Migrants from Africa Could Come to European Union’,,Czech Prez: ’10 Million Migrants from Africa Could Come to European Union’,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
189,918,e4cc1d46-d419-4919-b0fb-d63a3a49d1ea,2018-01-06 13:14:49,http://www.newsweek.com/trump-killing-tourism-industry-experts-say-772425,"Trump's Anti-Immigration Rhetoric, Policies Killing Tourism to the U.S., Industry Analysts Say",1,2,6,1,1,1,0,0,0,0,1,0,0,"[1, 0, 0, 0, 0, 1, 0, 0]","Trump's Anti-Immigration Rhetoric, Policies Killing Tourism to the U.S., Industry Analysts Say",,"Trump's Anti-Immigration Rhetoric, Policies Killing Tourism to the U.S., Industry Analysts Say","[1, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",1,0,0,0,0,1,0,0
702,3452,44d44091-841f-4622-9e3a-ab412055680f,2018-01-11 04:44:22,http://abcnews.go.com/international/wirestory/aid-reaches-displaced-syrians-cross-border-crane-drop-52261869,UN aid reaches displaced Syrians via cross-border crane drop,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",UN aid reaches displaced Syrians via cross-border crane drop,,UN aid reaches displaced Syrians via cross-border crane drop,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
1832,8451,71b6ecb8-d6c6-418e-a6a8-56de63070a1f,2018-01-12 21:42:32,https://slate.com/news-and-politics/2018/01/trump-told-senators-he-doesnt-want-any-more-immigrants-from-shithole-countries.html,Trump Told Senators He Doesn’t Want Any More Immigrants From 'Shithole' Countries,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",Trump Told Senators He Doesn’t Want Any More Immigrants From 'Shithole' Countries,,Trump Told Senators He Doesn’t Want Any More Immigrants From 'Shithole' Countries,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
1139,5375,b91015b1-497e-4bca-9477-ecd2fa0acf53,2018-01-12 02:23:32,https://www.usatoday.com/story/news/politics/onpolitics/2018/01/11/reactions-trumps-immigration-comments/1026851001/,"Divisive,''elitist,' 'racist': Reactions to Trump's immigration comments",1,2,4,6,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]","Divisive,''elitist,' 'racist': Reactions to Trump's immigration comments",,"Divisive,''elitist,' 'racist': Reactions to Trump's immigration comments","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,1
355,1735,80a14bbc-d365-4be5-b969-95006db5c7f8,2018-01-06 22:43:52,http://abcnews.go.com/politics/wirestory/latest-trump-prepared-2018-agenda-52179526,The Latest: Trump says DACA bill has to overhaul immigration,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",The Latest: Trump says DACA bill has to overhaul immigration,,The Latest: Trump says DACA bill has to overhaul immigration,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
417,2000,561b2c21-120e-44f4-86db-8e7aa4c05fe1,2018-01-06 20:32:03,http://dailycaller.com/2018/01/06/trumps-not-letting-go-mexico-will-pay-for-the-wall/,Trump’s Not Letting Go: ‘Mexico Will Pay For The Wall’,1,2,6,1,1,1,0,0,0,0,1,0,0,"[1, 0, 0, 0, 0, 1, 0, 0]",Trump’s Not Letting Go: ‘Mexico Will Pay For The Wall’,,Trump’s Not Letting Go: ‘Mexico Will Pay For The Wall’,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1667,7740,52563e82-38bf-4047-8a38-f8f3a36e1f9e,2018-01-03 05:09:34,https://www.yahoo.com/news/north-korean-leader-orders-border-hotline-south-korea-044756388--spt.html,North Korean leader orders border hotline with South Korea reopened on Wednesday,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",North Korean leader orders border hotline with South Korea reopened on Wednesday,,North Korean leader orders border hotline with South Korea reopened on Wednesday,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
932,4475,7ec8f24d-fc5e-4b00-808f-a1513f359693,2018-01-14 16:13:06,http://www.latimes.com/opinion/op-ed/la-oe-jennings-legal-illegal-immigration-20180114-story.html,"Yes, your ancestors probably did come here legally — because &apos;illegal&apos; immigration is less than a century old",1,2,5,99,1,0,0,0,0,1,0,0,0,"[0, 0, 0, 0, 1, 0, 0, 0]","Yes, your ancestors probably did come here legally — because &apos;illegal&apos; immigration is less than a century old",,"Yes, your ancestors probably did come here legally — because &apos;illegal&apos; immigration is less than a century old","[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,1
197,953,bfe2d385-2017-4aa9-9b52-1a93f006c511,2018-01-12 15:17:36,http://www.newsweek.com/tel-aviv-diary-trump-and-netanyahu-crank-anti-immigration-rhetoric-779604,Tel Aviv Diary: Trump and Netanyahu Crank Up the Anti-Immigration Rhetoric,1,2,6,4,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",Tel Aviv Diary: Trump and Netanyahu Crank Up the Anti-Immigration Rhetoric,,Tel Aviv Diary: Trump and Netanyahu Crank Up the Anti-Immigration Rhetoric,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
580,2857,2d45f624-2a61-420d-98c2-01b6966418a1,2018-01-08 23:36:19,http://www.breitbart.com/video/2018/01/08/dem-rep-castro-democrats-will-vote-daca-fix-includes-border-wall-funding/,Dem Rep Castro: ‘Most Democrats’ Will Vote Against DACA Fix If It Includes Border Wall Funding - Breitbart,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Dem Rep Castro: ‘Most Democrats’ Will Vote Against DACA Fix If It Includes Border Wall Funding - Breitbart,,Dem Rep Castro: ‘Most Democrats’ Will Vote Against DACA Fix If It Includes Border Wall Funding - Breitbart,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1644,7613,dea316a7-d96b-4287-9ac8-fda941ba47be,2018-01-11 11:10:33,http://thehill.com/homenews/administration/368415-the-memo-immigration-battle-tests-activists-muscle,The Memo: Immigration battle tests activists’ muscle,1,2,8,99,1,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 1]",The Memo: Immigration battle tests activists’ muscle,,The Memo: Immigration battle tests activists’ muscle,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1672,7766,dc54bdaf-c298-4d99-a2bc-92623c3a6182,2018-01-10 00:47:36,http://www.nbcnews.com/politics/first-read/trump-his-border-wall-remain-biggest-wild-cards-immigration-fight-n836011,Trump and his border wall remain biggest wild cards in immigration fight,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump and his border wall remain biggest wild cards in immigration fight,,Trump and his border wall remain biggest wild cards in immigration fight,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1937,204,5159a89d-149b-4b1e-952d-7a9bae0301c3,2018-01-31 19:28:47,https://www.yahoo.com/news/macron-looks-control-migration-line-between-economic-migrants-191814474.html,"As Macron looks to control migration, line between economic migrants, refugees blurs",2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]","As Macron looks to control migration, line between economic migrants, refugees blurs",,"As Macron looks to control migration, line between economic migrants, refugees blurs","[1, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0]",1,0,0,0,0,1,0,0
434,2153,61dd690a-4572-437d-a5a4-ade8dbcd2d14,2018-01-08 00:12:05,http://www.breitbart.com/news/border-inspections-of-electronic-devices-hits-record-high/,Border inspections of electronic devices hits record high - Breitbart,1,2,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Border inspections of electronic devices hits record high - Breitbart,,Border inspections of electronic devices hits record high - Breitbart,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
101,485,d60eb5a6-5c64-4dd9-9248-d72630761a9b,2018-01-03 20:15:03,https://www.huffingtonpost.com/entry/california-highway-signs-sanctuary-state_us_5a4d0a3fe4b025f99e1f489e,Anti-Immigrant Signs Pop Up On California Highways As State Becomes A Sanctuary,1,1,4,99,1,0,0,0,1,0,0,0,0,"[0, 0, 0, 1, 0, 0, 0, 0]",Anti-Immigrant Signs Pop Up On California Highways As State Becomes A Sanctuary,,Anti-Immigrant Signs Pop Up On California Highways As State Becomes A Sanctuary,"[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,0
1657,7684,8c488a53-3191-4526-8fef-bcc6356ad7a0,2018-01-04 19:56:11,http://www.newsweek.com/trump-using-daca-recipients-hostages-border-wall-771032,Trump Is Using DACA Recipients as Bargaining Chips for Border Wall Funds,1,2,6,1,1,1,0,0,0,0,1,0,0,"[1, 0, 0, 0, 0, 1, 0, 0]",Trump Is Using DACA Recipients as Bargaining Chips for Border Wall Funds,,Trump Is Using DACA Recipients as Bargaining Chips for Border Wall Funds,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
395,1891,c6a5f332-f430-4ac7-92b7-0bb1fabb847f,2018-01-03 01:35:03,https://www.washingtonpost.com/politics/immigration-official-wants-pols-in-sanctuary-cities-charged/2018/01/02/263919f4-f022-11e7-95e3-eff284e71c8d_story.html,Immigration official wants pols in sanctuary cities charged,1,2,2,99,1,0,1,0,0,0,0,0,0,"[0, 1, 0, 0, 0, 0, 0, 0]",Immigration official wants pols in sanctuary cities charged,,Immigration official wants pols in sanctuary cities charged,"[0, 1, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0]",0,1,0,0,0,1,0,0
1941,224,fe432113-f7dc-4e30-9bf9-57cc4f4de575,2018-02-05 19:52:50,http://www.foxnews.com/politics/2018/02/05/bipartisan-immigration-bill-surfaces-trump-knocks-it-down.html,"Bipartisan immigration bill surfaces, Trump knocks it down",1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]","Bipartisan immigration bill surfaces, Trump knocks it down",,"Bipartisan immigration bill surfaces, Trump knocks it down","[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
221,1059,33a28b82-e7c0-47b4-a637-bfaa67b6f8a8,2018-01-02 23:54:54,http://abcnews.go.com/politics/wirestory/latest-trump-accuses-justice-dept-deep-state-52094766,The Latest: Trump says Dems not helping young immigrants,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",The Latest: Trump says Dems not helping young immigrants,,The Latest: Trump says Dems not helping young immigrants,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1324,6127,91e67459-a0c8-4e81-9c5d-f58f73795365,2018-01-09 22:33:12,https://www.huffingtonpost.com/entry/white-house-trump-daca-dreamers_us_5a53e676e4b0efe47ebbe695?ncid=inblnkushpmg00000009,Trump Suggests Comprehensive Immigration Reform If He Gets His Border Wall,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump Suggests Comprehensive Immigration Reform If He Gets His Border Wall,,Trump Suggests Comprehensive Immigration Reform If He Gets His Border Wall,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
1549,7162,1b48514f-5914-4e87-b25f-c380d273f611,2018-01-14 00:55:54,http://www.foxnews.com/world/2018/01/13/journalist-killed-in-mexican-border-state-tamaulipas.html,Journalist killed in Mexican border state of Tamaulipas,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",Journalist killed in Mexican border state of Tamaulipas,,Journalist killed in Mexican border state of Tamaulipas,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
1053,5013,387f9b00-bd3f-48e4-933b-11670c52a060,2018-01-05 17:15:56,https://www.nytimes.com/reuters/2018/01/05/us/politics/05reuters-usa-immigration.html,Deal on'Dreamer'Immigrants Still Ways Off: Republicans,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Deal on'Dreamer'Immigrants Still Ways Off: Republicans,,Deal on'Dreamer'Immigrants Still Ways Off: Republicans,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
345,1693,3a2c555d-8096-4ab0-a82a-65c78ab18595,2018-01-08 13:35:41,https://www.nytimes.com/aponline/2018/01/08/world/europe/ap-eu-italy-migrants.html,UN Raises Probable Death Toll in Migrant Boat Sinking to 64,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",UN Raises Probable Death Toll in Migrant Boat Sinking to 64,,UN Raises Probable Death Toll in Migrant Boat Sinking to 64,"[0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,0
844,4087,8e18625a-861a-4470-84f5-f391c6502fdf,2018-01-11 18:52:50,https://www.newsmax.com/world/europe/eu-germany-dog-attack/2018/01/11/id/836597/,German Official Denies Notion Saxony No-go Area for Migrants,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",German Official Denies Notion Saxony No-go Area for Migrants,,German Official Denies Notion Saxony No-go Area for Migrants,"[0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1]",0,0,0,0,0,0,0,1
890,4293,eda423e9-ab08-484b-a4dd-e0b8ad3ed09a,2018-01-02 22:40:14,https://www.washingtonpost.com/news/wizards-insider/wp/2018/01/02/john-wall-can-throw-a-block-party-better-than-any-other-nba-point-guard/,John Wall can throw a block party better than any other NBA point guard,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",John Wall can throw a block party better than any other NBA point guard,,John Wall can throw a block party better than any other NBA point guard,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
1760,8150,192ea857-f0c0-422c-81da-474e04e11562,2018-01-03 15:18:16,http://www.breitbart.com/news/n-korea-reopens-cross-border-communications-with-s-korea/,N. Korea reopens cross-border communications with South,2,99,99,99,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0]",N. Korea reopens cross-border communications with South,,N. Korea reopens cross-border communications with South,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
553,2702,dc01c9f4-a661-43d5-b842-f58adb503eaf,2018-01-11 00:17:19,http://abcnews.go.com/us/wirestory/apnewsbreak-eleven-probe-opens-front-immigration-52260442,Immigration agents descend on 7-Eleven stores in 17 states,1,2,1,99,1,1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]",Immigration agents descend on 7-Eleven stores in 17 states,,Immigration agents descend on 7-Eleven stores in 17 states,"[0, 1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,0
744,3666,5dce824e-e3fd-4ce9-a6b3-71ee4572fb34,2018-01-10 10:38:12,https://www.yahoo.com/news/conservatives-alarmed-trump-apos-comprehensive-021655530.html,Conservatives Alarmed By Trump’s 'Comprehensive Immigration Reform'Talk,1,2,6,99,1,0,0,0,0,0,1,0,0,"[0, 0, 0, 0, 0, 1, 0, 0]",Conservatives Alarmed By Trump’s 'Comprehensive Immigration Reform'Talk,,Conservatives Alarmed By Trump’s 'Comprehensive Immigration Reform'Talk,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1162,5503,f6ceda44-32ae-455b-af73-f5092d314d89,2018-01-11 14:43:22,http://www.cnn.com/transcripts/1801/11/nday.02.html,Trump Open to Talks with North; Boardroom Trump verses Cabinet Room Trump; Jones Diagnosed with Leukemia; Physical Wall for Border. Aired 6:30-7:00a ET,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump Open to Talks with North; Boardroom Trump verses Cabinet Room Trump; Jones Diagnosed with Leukemia; Physical Wall for Border. Aired 6:30-7:00a ET,,Trump Open to Talks with North; Boardroom Trump verses Cabinet Room Trump; Jones Diagnosed with Leukemia; Physical Wall for Border. Aired 6:30-7:00a ET,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0
539,2644,44fb9fe1-3c84-4d1a-9443-06371a371cb5,2018-01-09 18:38:36,http://www.foxnews.com/politics/2018/01/09/uproar-over-salvadoran-decision-could-give-trump-bargaining-chip-in-immigration-talks.html,Uproar over Salvadoran decision could give Trump bargaining chip in immigration talks,1,2,4,6,1,0,0,0,1,0,1,0,0,"[0, 0, 0, 1, 0, 1, 0, 0]",Uproar over Salvadoran decision could give Trump bargaining chip in immigration talks,,Uproar over Salvadoran decision could give Trump bargaining chip in immigration talks,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
908,4377,5d0ae497-d598-4381-97c3-4bb22e50a964,2018-01-11 16:17:40,http://www.cnn.com/2018/01/11/politics/donald-trump-positions-on-the-wall-daca/index.html?utm_source=feedburner&utm_medium=feed&utm_campaign=feed%3a+rss%2fedition_us+%28rss%3a+cnni+-+u.s.%29,What kind of border wall does Trump want? It depends on who's asking.,1,2,7,6,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",What kind of border wall does Trump want? It depends on who's asking.,,What kind of border wall does Trump want? It depends on who's asking.,"[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,1,0,0
1397,6484,a6adb80d-862f-42ab-8bc7-3bf77c027226,2018-01-09 01:35:00,http://thehill.com/homenews/house/368013-trumps-border-wall-becomes-flashpoint-in-shutdown-fight,Trump’s border wall becomes flashpoint in shutdown fight,1,2,6,7,1,0,0,0,0,0,1,1,0,"[0, 0, 0, 0, 0, 1, 1, 0]",Trump’s border wall becomes flashpoint in shutdown fight,,Trump’s border wall becomes flashpoint in shutdown fight,"[0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0]",0,0,0,0,0,1,1,0
116,568,369a7e2d-b694-4ef9-9775-cf481087cc89,2018-01-10 07:55:10,http://dailycaller.com/2018/01/09/illegal-immigration-by-family-units-and-children-surges-as-daca-negotiations-heat-up/,Illegal Immigration By 'Family Units' and Children Surges As DACA Negotiations Heat Up,1,2,3,7,1,0,0,1,0,0,0,1,0,"[0, 0, 1, 0, 0, 0, 1, 0]",Illegal Immigration By 'Family Units' and Children Surges As DACA Negotiations Heat Up,,Illegal Immigration By 'Family Units' and Children Surges As DACA Negotiations Heat Up,"[0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 0]",0,0,1,0,0,0,1,0
1787,8275,b783ffb6-36bf-4e50-9949-3122bb579cd9,2018-01-11 03:27:05,http://www.foxnews.com/us/2018/01/10/7-eleven-immigration-raids-net-21-arrests-nearly-100-stores-targeted.html,7-Eleven immigration raids,1,1,1,99,1,1,0,0,0,0,0,0,0,"[1, 0, 0, 0, 0, 0, 0, 0]",7-Eleven immigration raids,,7-Eleven immigration raids,"[1, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0]",1,0,0,0,0,0,0,0
